-1.552989815834078691e+00,6.536185954403606058e-01
1.864436198859505733e+00,-7.421650204064419443e-01
3.269754623987607633e+00,-1.454365674598764757e+00
1.045758517301446089e+00,-1.871838500258335980e-01
2.532779214358457764e+00,1.469358769900285022e+00
1.154947425696916330e+00,3.781625196021735635e-01
1.122142523698872463e-01,-1.980796468223926965e+00
6.520878506738474467e-01,1.563489691039800511e-01
2.230290680727720520e+00,1.202379848784411287e+00
6.126731825920477270e-01,-3.023027505753355659e-01
